"observation","public.feedback","private.feedback","public.feedback.bins"
230073,4.85,"Definitely Yes","(4.75,5]"
230074,5,"Definitely Yes","(4.75,5]"
230075,5,"Definitely Yes","(4.75,5]"
230076,5,"Definitely Yes","(4.75,5]"
230077,5,"Definitely Yes","(4.75,5]"
230078,5,"Definitely Yes","(4.75,5]"
230079,5,"Definitely Yes","(4.75,5]"
230080,4.7,"Definitely Yes","(4.5,4.75]"
230081,3.45,"Probably Not","(3.25,3.5]"
230082,3.5,"Probably Yes","(3.25,3.5]"
230083,5,"Definitely Yes","(4.75,5]"
230084,5,"Definitely Yes","(4.75,5]"
230085,5,"Probably Yes","(4.75,5]"
230086,5,"Definitely Yes","(4.75,5]"
230087,5,"Definitely Yes","(4.75,5]"
230088,5,"Definitely Yes","(4.75,5]"
230089,5,"Definitely Yes","(4.75,5]"
230090,4.25,"Probably Not","(4,4.25]"
230091,5,"Definitely Yes","(4.75,5]"
230092,5,"Definitely Yes","(4.75,5]"
230093,5,"Definitely Yes","(4.75,5]"
230094,5,"Definitely Yes","(4.75,5]"
230095,4.8,"Definitely Yes","(4.75,5]"
230096,5,"Probably Yes","(4.75,5]"
230097,5,"Definitely Yes","(4.75,5]"
230098,4.6,"Probably Not","(4.5,4.75]"
230099,5,"Definitely Yes","(4.75,5]"
230100,5,"Definitely Yes","(4.75,5]"
230101,5,"Definitely Yes","(4.75,5]"
230102,5,"Definitely Yes","(4.75,5]"
230103,5,"Definitely Yes","(4.75,5]"
230104,4.35,"Definitely Yes","(4.25,4.5]"
230105,5,"Definitely Yes","(4.75,5]"
230106,5,"Definitely Yes","(4.75,5]"
230107,5,"Definitely Yes","(4.75,5]"
230108,5,"Definitely Yes","(4.75,5]"
230109,5,"Definitely Yes","(4.75,5]"
230110,5,"Definitely Yes","(4.75,5]"
230111,1,"Definitely Not","[1,1.25]"
230112,4.4,"Probably Yes","(4.25,4.5]"
230113,5,"Definitely Yes","(4.75,5]"
230114,5,"Probably Not","(4.75,5]"
230115,5,"Definitely Yes","(4.75,5]"
230116,5,"Definitely Yes","(4.75,5]"
230117,5,"Definitely Yes","(4.75,5]"
230118,4.65,"Definitely Yes","(4.5,4.75]"
230119,5,"Definitely Yes","(4.75,5]"
230120,4,"Probably Yes","(3.75,4]"
230121,5,"Definitely Yes","(4.75,5]"
230122,5,"Definitely Yes","(4.75,5]"
230123,5,"Definitely Yes","(4.75,5]"
230124,5,"Definitely Yes","(4.75,5]"
230125,5,"Probably Yes","(4.75,5]"
230126,4.85,"Definitely Yes","(4.75,5]"
230127,5,"Definitely Yes","(4.75,5]"
230128,5,"Definitely Yes","(4.75,5]"
230129,5,"Definitely Yes","(4.75,5]"
230130,5,"Definitely Yes","(4.75,5]"
230131,5,"Definitely Yes","(4.75,5]"
230132,4.8,"Probably Yes","(4.75,5]"
230133,5,"Probably Yes","(4.75,5]"
230134,5,"Definitely Yes","(4.75,5]"
230135,4.7,"Probably Yes","(4.5,4.75]"
230136,5,"Definitely Yes","(4.75,5]"
230137,4.8,"Probably Yes","(4.75,5]"
230138,1.45,"Probably Not","(1.25,1.5]"
230139,5,"Definitely Yes","(4.75,5]"
230140,2.8,"Definitely Not","(2.75,3]"
230141,5,"Definitely Yes","(4.75,5]"
230142,5,"Definitely Yes","(4.75,5]"
230143,5,"Definitely Yes","(4.75,5]"
230144,5,"Definitely Yes","(4.75,5]"
230145,5,"Definitely Yes","(4.75,5]"
230146,5,"Definitely Yes","(4.75,5]"
230147,5,"Definitely Yes","(4.75,5]"
230148,4.85,"Definitely Yes","(4.75,5]"
230149,5,"Definitely Yes","(4.75,5]"
230150,5,"Probably Yes","(4.75,5]"
230151,5,"Definitely Yes","(4.75,5]"
230152,5,"Definitely Yes","(4.75,5]"
230153,5,"Definitely Yes","(4.75,5]"
230154,5,"Definitely Not","(4.75,5]"
230155,5,"Definitely Yes","(4.75,5]"
230156,5,"Definitely Yes","(4.75,5]"
230157,4.4,"Probably Yes","(4.25,4.5]"
230158,5,"Definitely Yes","(4.75,5]"
230159,4.4,"Probably Yes","(4.25,4.5]"
230160,4.85,"Definitely Yes","(4.75,5]"
230161,5,"Definitely Yes","(4.75,5]"
230162,5,"Definitely Yes","(4.75,5]"
230163,5,"Definitely Yes","(4.75,5]"
230164,5,"Definitely Yes","(4.75,5]"
230165,4,"Definitely Not","(3.75,4]"
230166,2.6,"Definitely Not","(2.5,2.75]"
230167,5,"Probably Yes","(4.75,5]"
230168,5,"Definitely Yes","(4.75,5]"
230169,5,"Definitely Yes","(4.75,5]"
230170,5,"Definitely Yes","(4.75,5]"
230171,5,"Definitely Yes","(4.75,5]"
230172,5,"Definitely Yes","(4.75,5]"
230173,3.5,"Probably Yes","(3.25,3.5]"
230174,5,"Definitely Yes","(4.75,5]"
230175,5,"Definitely Yes","(4.75,5]"
230176,5,"Definitely Yes","(4.75,5]"
230177,5,"Definitely Yes","(4.75,5]"
230178,5,"Definitely Yes","(4.75,5]"
230179,5,"Probably Yes","(4.75,5]"
230180,5,"Definitely Yes","(4.75,5]"
230181,5,"Definitely Yes","(4.75,5]"
230182,5,"Definitely Yes","(4.75,5]"
230183,5,"Probably Yes","(4.75,5]"
230184,5,"Definitely Yes","(4.75,5]"
230185,5,"Definitely Yes","(4.75,5]"
230186,4.8,"Definitely Yes","(4.75,5]"
230187,4.8,"Definitely Yes","(4.75,5]"
230188,4.6,"Probably Yes","(4.5,4.75]"
230189,5,"Definitely Yes","(4.75,5]"
230190,5,"Probably Yes","(4.75,5]"
230191,4.85,"Probably Yes","(4.75,5]"
230192,5,"Definitely Yes","(4.75,5]"
230193,5,"Definitely Yes","(4.75,5]"
230194,4.2,"Probably Not","(4,4.25]"
230195,4.45,"Definitely Yes","(4.25,4.5]"
230196,5,"Definitely Yes","(4.75,5]"
230197,5,"Definitely Yes","(4.75,5]"
230198,4.85,"Definitely Yes","(4.75,5]"
230199,4.85,"Definitely Yes","(4.75,5]"
230200,5,"Probably Yes","(4.75,5]"
230201,5,"Definitely Yes","(4.75,5]"
230202,5,"Definitely Yes","(4.75,5]"
230203,4.65,"Probably Yes","(4.5,4.75]"
230204,5,"Definitely Yes","(4.75,5]"
230205,5,"Definitely Yes","(4.75,5]"
230206,5,"Definitely Yes","(4.75,5]"
230207,5,"Definitely Yes","(4.75,5]"
230208,5,"Definitely Yes","(4.75,5]"
230209,5,"Definitely Yes","(4.75,5]"
230210,4,"Probably Yes","(3.75,4]"
230211,5,"Definitely Yes","(4.75,5]"
230212,5,"Definitely Yes","(4.75,5]"
230213,5,"Definitely Yes","(4.75,5]"
230214,4.6,"Probably Yes","(4.5,4.75]"
230215,4.6,"Definitely Yes","(4.5,4.75]"
230216,4.3,"Probably Yes","(4.25,4.5]"
230217,5,"Probably Yes","(4.75,5]"
230218,1.4,"Probably Not","(1.25,1.5]"
230219,5,"Definitely Yes","(4.75,5]"
230220,4.7,"Probably Yes","(4.5,4.75]"
230221,5,"Definitely Yes","(4.75,5]"
230222,5,"Definitely Yes","(4.75,5]"
230223,5,"Definitely Yes","(4.75,5]"
230224,4.4,"Definitely Yes","(4.25,4.5]"
230225,5,"Definitely Yes","(4.75,5]"
230226,5,"Definitely Yes","(4.75,5]"
230227,3,"Probably Not","(2.75,3]"
230228,5,"Definitely Yes","(4.75,5]"
230229,5,"Definitely Yes","(4.75,5]"
230230,4.4,"Definitely Yes","(4.25,4.5]"
230231,5,"Definitely Yes","(4.75,5]"
230232,5,"Definitely Yes","(4.75,5]"
230233,5,"Definitely Yes","(4.75,5]"
230234,4.8,"Probably Not","(4.75,5]"
230235,5,"Definitely Yes","(4.75,5]"
230236,5,"Definitely Yes","(4.75,5]"
230237,5,"Probably Yes","(4.75,5]"
230238,5,"Definitely Yes","(4.75,5]"
230239,5,"Definitely Yes","(4.75,5]"
230240,5,"Definitely Yes","(4.75,5]"
230241,5,"Definitely Yes","(4.75,5]"
230242,5,"Definitely Yes","(4.75,5]"
230243,5,"Definitely Yes","(4.75,5]"
230244,5,"Definitely Yes","(4.75,5]"
230245,5,"Definitely Yes","(4.75,5]"
230246,5,"Probably Yes","(4.75,5]"
230247,5,"Definitely Yes","(4.75,5]"
230248,5,"Definitely Yes","(4.75,5]"
230249,4.65,"Definitely Yes","(4.5,4.75]"
230250,5,"Probably Not","(4.75,5]"
230251,5,"Definitely Yes","(4.75,5]"
230252,5,"Definitely Yes","(4.75,5]"
230253,5,"Definitely Yes","(4.75,5]"
230254,5,"Definitely Yes","(4.75,5]"
230255,5,"Definitely Yes","(4.75,5]"
230256,5,"Definitely Yes","(4.75,5]"
230257,5,"Definitely Yes","(4.75,5]"
230258,4.7,"Definitely Yes","(4.5,4.75]"
230259,3.4,"Definitely Not","(3.25,3.5]"
230260,5,"Definitely Yes","(4.75,5]"
230261,5,"Definitely Yes","(4.75,5]"
230262,5,"Probably Yes","(4.75,5]"
230263,4.4,"Probably Yes","(4.25,4.5]"
230264,5,"Definitely Yes","(4.75,5]"
230265,1,"Probably Not","[1,1.25]"
230266,5,"Definitely Yes","(4.75,5]"
230267,5,"Definitely Yes","(4.75,5]"
230268,5,"Probably Yes","(4.75,5]"
230269,5,"Definitely Yes","(4.75,5]"
230270,4.3,"Probably Not","(4.25,4.5]"
230271,5,"Definitely Yes","(4.75,5]"
230272,4.85,"Probably Yes","(4.75,5]"
230273,5,"Definitely Yes","(4.75,5]"
230274,5,"Definitely Yes","(4.75,5]"
230275,5,"Definitely Yes","(4.75,5]"
230276,5,"Definitely Yes","(4.75,5]"
230277,5,"Definitely Yes","(4.75,5]"
230278,5,"Definitely Yes","(4.75,5]"
230279,5,"Definitely Yes","(4.75,5]"
230280,5,"Definitely Yes","(4.75,5]"
230281,5,"Definitely Yes","(4.75,5]"
230282,5,"Definitely Yes","(4.75,5]"
230283,2.8,"Definitely Not","(2.75,3]"
230284,4.2,"Probably Not","(4,4.25]"
230285,5,"Probably Yes","(4.75,5]"
230286,5,"Probably Yes","(4.75,5]"
230287,5,"Definitely Yes","(4.75,5]"
230288,2.5,"Definitely Not","(2.25,2.5]"
230289,5,"Definitely Yes","(4.75,5]"
230290,5,"Definitely Yes","(4.75,5]"
230291,5,"Definitely Yes","(4.75,5]"
230292,5,"Definitely Yes","(4.75,5]"
230293,5,"Definitely Yes","(4.75,5]"
230294,5,"Definitely Yes","(4.75,5]"
230295,4.85,"Definitely Not","(4.75,5]"
230296,5,"Definitely Yes","(4.75,5]"
230297,5,"Definitely Yes","(4.75,5]"
230298,2.85,"Probably Not","(2.75,3]"
230299,5,"Definitely Yes","(4.75,5]"
230300,5,"Definitely Yes","(4.75,5]"
230301,4.85,"Probably Not","(4.75,5]"
230302,5,"Definitely Yes","(4.75,5]"
230303,1,"Definitely Not","[1,1.25]"
230304,5,"Definitely Yes","(4.75,5]"
230305,5,"Definitely Yes","(4.75,5]"
230306,5,"Definitely Yes","(4.75,5]"
230307,3.75,"Definitely Not","(3.5,3.75]"
230308,5,"Definitely Yes","(4.75,5]"
230309,3.7,"Probably Not","(3.5,3.75]"
230310,3.3,"Definitely Not","(3.25,3.5]"
230311,5,"Definitely Yes","(4.75,5]"
230312,1.85,"Probably Not","(1.75,2]"
230313,1,"Definitely Not","[1,1.25]"
230314,5,"Definitely Yes","(4.75,5]"
230315,5,"Definitely Yes","(4.75,5]"
230316,5,"Definitely Yes","(4.75,5]"
230317,5,"Definitely Yes","(4.75,5]"
230318,5,"Definitely Yes","(4.75,5]"
230319,3.95,"Probably Yes","(3.75,4]"
230320,5,"Definitely Yes","(4.75,5]"
230321,4.85,"Definitely Yes","(4.75,5]"
230322,5,"Definitely Yes","(4.75,5]"
230323,4.85,"Definitely Yes","(4.75,5]"
230324,3.8,"Definitely Not","(3.75,4]"
230325,5,"Definitely Yes","(4.75,5]"
230326,5,"Probably Yes","(4.75,5]"
230327,5,"Probably Yes","(4.75,5]"
230328,5,"Definitely Yes","(4.75,5]"
230329,5,"Probably Yes","(4.75,5]"
230330,5,"Definitely Yes","(4.75,5]"
230331,5,"Definitely Yes","(4.75,5]"
230332,3.55,"Probably Not","(3.5,3.75]"
230333,5,"Probably Yes","(4.75,5]"
230334,5,"Definitely Yes","(4.75,5]"
230335,5,"Probably Not","(4.75,5]"
230336,4.85,"Probably Yes","(4.75,5]"
230337,5,"Probably Yes","(4.75,5]"
230338,4.85,"Definitely Yes","(4.75,5]"
230339,4.85,"Definitely Yes","(4.75,5]"
230340,5,"Definitely Yes","(4.75,5]"
230341,4,"Definitely Yes","(3.75,4]"
230342,1,"Definitely Not","[1,1.25]"
230343,5,"Definitely Yes","(4.75,5]"
230344,5,"Definitely Yes","(4.75,5]"
230345,5,"Definitely Yes","(4.75,5]"
230346,5,"Definitely Yes","(4.75,5]"
230347,5,"Definitely Yes","(4.75,5]"
230348,5,"Definitely Yes","(4.75,5]"
230349,5,"Definitely Yes","(4.75,5]"
230350,5,"Definitely Not","(4.75,5]"
230351,5,"Definitely Yes","(4.75,5]"
230352,5,"Definitely Yes","(4.75,5]"
230353,5,"Definitely Yes","(4.75,5]"
230354,5,"Definitely Yes","(4.75,5]"
230355,5,"Probably Yes","(4.75,5]"
230356,5,"Definitely Yes","(4.75,5]"
230357,5,"Probably Yes","(4.75,5]"
230358,5,"Definitely Yes","(4.75,5]"
230359,5,"Definitely Yes","(4.75,5]"
230360,5,"Definitely Yes","(4.75,5]"
230361,5,"Definitely Yes","(4.75,5]"
230362,5,"Definitely Yes","(4.75,5]"
230363,5,"Definitely Yes","(4.75,5]"
230364,5,"Definitely Yes","(4.75,5]"
230365,5,"Definitely Yes","(4.75,5]"
230366,5,"Definitely Yes","(4.75,5]"
230367,5,"Definitely Yes","(4.75,5]"
230368,5,"Definitely Yes","(4.75,5]"
230369,5,"Definitely Yes","(4.75,5]"
230370,5,"Definitely Yes","(4.75,5]"
230371,5,"Probably Yes","(4.75,5]"
230372,5,"Definitely Yes","(4.75,5]"
230373,5,"Definitely Yes","(4.75,5]"
230374,5,"Definitely Yes","(4.75,5]"
230375,5,"Definitely Yes","(4.75,5]"
230376,5,"Definitely Yes","(4.75,5]"
230377,5,"Definitely Yes","(4.75,5]"
230378,5,"Definitely Yes","(4.75,5]"
230379,5,"Definitely Yes","(4.75,5]"
230380,5,"Definitely Yes","(4.75,5]"
230381,5,"Definitely Yes","(4.75,5]"
230382,5,"Definitely Yes","(4.75,5]"
230383,5,"Definitely Yes","(4.75,5]"
230384,5,"Probably Yes","(4.75,5]"
230385,4.8,"Definitely Yes","(4.75,5]"
230386,5,"Definitely Yes","(4.75,5]"
230387,5,"Definitely Yes","(4.75,5]"
230388,5,"Probably Yes","(4.75,5]"
230389,5,"Definitely Yes","(4.75,5]"
230390,5,"Definitely Yes","(4.75,5]"
230391,5,"Definitely Yes","(4.75,5]"
230392,5,"Definitely Yes","(4.75,5]"
230393,4.8,"Probably Yes","(4.75,5]"
230394,5,"Definitely Yes","(4.75,5]"
230395,5,"Definitely Yes","(4.75,5]"
230396,5,"Definitely Yes","(4.75,5]"
230397,5,"Definitely Yes","(4.75,5]"
230398,5,"Definitely Yes","(4.75,5]"
230399,4.2,"Probably Yes","(4,4.25]"
230400,5,"Probably Yes","(4.75,5]"
230401,1,"Definitely Not","[1,1.25]"
230402,2.65,"Definitely Not","(2.5,2.75]"
230403,5,"Probably Not","(4.75,5]"
230404,5,"Definitely Yes","(4.75,5]"
230405,5,"Definitely Not","(4.75,5]"
230406,5,"Definitely Yes","(4.75,5]"
230407,5,"Definitely Yes","(4.75,5]"
230408,5,"Definitely Yes","(4.75,5]"
230409,5,"Probably Yes","(4.75,5]"
230410,5,"Definitely Yes","(4.75,5]"
230411,5,"Definitely Yes","(4.75,5]"
230412,2.7,"Probably Not","(2.5,2.75]"
230413,5,"Definitely Yes","(4.75,5]"
230414,5,"Definitely Yes","(4.75,5]"
230415,5,"Definitely Yes","(4.75,5]"
230416,5,"Definitely Yes","(4.75,5]"
230417,3.8,"Probably Yes","(3.75,4]"
230418,5,"Definitely Not","(4.75,5]"
230419,4.6,"Definitely Yes","(4.5,4.75]"
230420,5,"Definitely Yes","(4.75,5]"
230421,5,"Definitely Yes","(4.75,5]"
230422,5,"Definitely Yes","(4.75,5]"
230423,5,"Definitely Yes","(4.75,5]"
230424,5,"Definitely Yes","(4.75,5]"
230425,5,"Probably Yes","(4.75,5]"
230426,5,"Definitely Yes","(4.75,5]"
230427,4.8,"Definitely Yes","(4.75,5]"
230428,5,"Definitely Yes","(4.75,5]"
230429,5,"Definitely Yes","(4.75,5]"
230430,5,"Definitely Yes","(4.75,5]"
230431,5,"Probably Yes","(4.75,5]"
230432,5,"Definitely Yes","(4.75,5]"
230433,5,"Definitely Yes","(4.75,5]"
230434,5,"Definitely Yes","(4.75,5]"
230435,5,"Definitely Yes","(4.75,5]"
230436,3.75,"Probably Not","(3.5,3.75]"
230437,4.4,"Probably Yes","(4.25,4.5]"
230438,5,"Definitely Yes","(4.75,5]"
230439,5,"Definitely Yes","(4.75,5]"
230440,5,"Definitely Yes","(4.75,5]"
230441,5,"Definitely Yes","(4.75,5]"
230442,5,"Definitely Yes","(4.75,5]"
230443,5,"Definitely Yes","(4.75,5]"
230444,4.7,"Definitely Yes","(4.5,4.75]"
230445,5,"Probably Yes","(4.75,5]"
230446,5,"Definitely Yes","(4.75,5]"
230447,5,"Definitely Yes","(4.75,5]"
230448,5,"Definitely Yes","(4.75,5]"
230449,5,"Definitely Yes","(4.75,5]"
230450,5,"Definitely Yes","(4.75,5]"
230451,4.8,"Probably Not","(4.75,5]"
230452,5,"Definitely Yes","(4.75,5]"
230453,5,"Definitely Yes","(4.75,5]"
230454,5,"Probably Yes","(4.75,5]"
230455,5,"Probably Not","(4.75,5]"
230456,5,"Definitely Yes","(4.75,5]"
230457,5,"Probably Yes","(4.75,5]"
230458,5,"Probably Yes","(4.75,5]"
230459,5,"Probably Yes","(4.75,5]"
230460,4,"Probably Yes","(3.75,4]"
230461,5,"Definitely Not","(4.75,5]"
230462,4.65,"Definitely Yes","(4.5,4.75]"
230463,5,"Definitely Yes","(4.75,5]"
230464,1,"Definitely Not","[1,1.25]"
230465,5,"Probably Not","(4.75,5]"
230466,4.8,"Definitely Yes","(4.75,5]"
230467,3.95,"Probably Yes","(3.75,4]"
230468,5,"Definitely Yes","(4.75,5]"
230469,5,"Definitely Yes","(4.75,5]"
230470,5,"Definitely Yes","(4.75,5]"
230471,5,"Definitely Yes","(4.75,5]"
230472,5,"Definitely Yes","(4.75,5]"
230473,5,"Probably Not","(4.75,5]"
230474,1.5,"Probably Not","(1.25,1.5]"
230475,5,"Definitely Yes","(4.75,5]"
230476,5,"Definitely Yes","(4.75,5]"
230477,4.6,"Definitely Yes","(4.5,4.75]"
230478,5,"Definitely Yes","(4.75,5]"
230479,4.5,"Probably Yes","(4.25,4.5]"
230480,5,"Definitely Yes","(4.75,5]"
230481,5,"Definitely Yes","(4.75,5]"
230482,2.85,"Definitely Not","(2.75,3]"
230483,5,"Probably Not","(4.75,5]"
230484,4.5,"Definitely Yes","(4.25,4.5]"
230485,5,"Definitely Not","(4.75,5]"
230486,5,"Definitely Yes","(4.75,5]"
230487,5,"Definitely Yes","(4.75,5]"
230488,5,"Definitely Yes","(4.75,5]"
230489,5,"Definitely Yes","(4.75,5]"
230490,3.7,"Probably Not","(3.5,3.75]"
230491,5,"Definitely Yes","(4.75,5]"
230492,5,"Definitely Yes","(4.75,5]"
230493,5,"Definitely Yes","(4.75,5]"
230494,5,"Definitely Yes","(4.75,5]"
230495,2.05,"Definitely Not","(2,2.25]"
230496,5,"Probably Yes","(4.75,5]"
230497,5,"Definitely Yes","(4.75,5]"
230498,5,"Definitely Yes","(4.75,5]"
230499,5,"Definitely Yes","(4.75,5]"
230500,5,"Probably Yes","(4.75,5]"
230501,4.55,"Probably Yes","(4.5,4.75]"
230502,5,"Definitely Yes","(4.75,5]"
230503,5,"Definitely Yes","(4.75,5]"
230504,5,"Definitely Yes","(4.75,5]"
230505,5,"Definitely Yes","(4.75,5]"
230506,4.55,"Probably Yes","(4.5,4.75]"
230507,5,"Definitely Yes","(4.75,5]"
230508,5,"Definitely Yes","(4.75,5]"
230509,5,"Definitely Yes","(4.75,5]"
230510,4.85,"Definitely Yes","(4.75,5]"
230511,5,"Definitely Yes","(4.75,5]"
230512,5,"Definitely Yes","(4.75,5]"
230513,5,"Definitely Yes","(4.75,5]"
230514,5,"Definitely Yes","(4.75,5]"
230515,5,"Definitely Yes","(4.75,5]"
230516,5,"Definitely Yes","(4.75,5]"
230517,4.85,"Definitely Yes","(4.75,5]"
230518,5,"Definitely Yes","(4.75,5]"
230519,5,"Probably Not","(4.75,5]"
230520,5,"Definitely Yes","(4.75,5]"
230521,5,"Definitely Yes","(4.75,5]"
230522,4.85,"Definitely Yes","(4.75,5]"
230523,4.7,"Definitely Yes","(4.5,4.75]"
230524,5,"Probably Not","(4.75,5]"
230525,3,"Probably Not","(2.75,3]"
230526,4.85,"Definitely Yes","(4.75,5]"
230527,5,"Definitely Yes","(4.75,5]"
230528,4.8,"Definitely Yes","(4.75,5]"
230529,5,"Definitely Yes","(4.75,5]"
230530,5,"Definitely Yes","(4.75,5]"
230531,5,"Definitely Yes","(4.75,5]"
230532,5,"Definitely Yes","(4.75,5]"
230533,4.85,"Probably Yes","(4.75,5]"
230534,5,"Definitely Yes","(4.75,5]"
230535,5,"Definitely Yes","(4.75,5]"
230536,5,"Definitely Yes","(4.75,5]"
230537,4.85,"Probably Yes","(4.75,5]"
230538,4.85,"Definitely Yes","(4.75,5]"
230539,5,"Definitely Yes","(4.75,5]"
230540,4.4,"Probably Yes","(4.25,4.5]"
230541,5,"Definitely Yes","(4.75,5]"
230542,5,"Definitely Yes","(4.75,5]"
230543,3.85,"Probably Yes","(3.75,4]"
230544,4.7,"Definitely Not","(4.5,4.75]"
230545,4.8,"Definitely Yes","(4.75,5]"
230546,5,"Definitely Yes","(4.75,5]"
230547,5,"Definitely Yes","(4.75,5]"
230548,5,"Definitely Yes","(4.75,5]"
230549,5,"Definitely Yes","(4.75,5]"
230550,5,"Definitely Yes","(4.75,5]"
230551,5,"Definitely Yes","(4.75,5]"
230552,5,"Definitely Yes","(4.75,5]"
230553,5,"Definitely Yes","(4.75,5]"
230554,5,"Probably Yes","(4.75,5]"
230555,5,"Definitely Yes","(4.75,5]"
230556,5,"Probably Yes","(4.75,5]"
230557,5,"Definitely Yes","(4.75,5]"
230558,2.3,"Probably Not","(2.25,2.5]"
230559,5,"Definitely Yes","(4.75,5]"
230560,5,"Definitely Yes","(4.75,5]"
230561,5,"Definitely Yes","(4.75,5]"
230562,5,"Definitely Yes","(4.75,5]"
230563,4.85,"Definitely Yes","(4.75,5]"
230564,5,"Definitely Yes","(4.75,5]"
230565,5,"Definitely Yes","(4.75,5]"
230566,5,"Definitely Yes","(4.75,5]"
230567,5,"Definitely Yes","(4.75,5]"
230568,5,"Probably Yes","(4.75,5]"
230569,5,"Definitely Yes","(4.75,5]"
230570,5,"Definitely Yes","(4.75,5]"
230571,5,"Definitely Yes","(4.75,5]"
230572,5,"Definitely Yes","(4.75,5]"
230573,4.85,"Definitely Yes","(4.75,5]"
230574,5,"Definitely Yes","(4.75,5]"
230575,1.65,"Definitely Not","(1.5,1.75]"
230576,5,"Definitely Yes","(4.75,5]"
230577,5,"Definitely Yes","(4.75,5]"
230578,4.85,"Definitely Yes","(4.75,5]"
230579,5,"Definitely Yes","(4.75,5]"
230580,5,"Definitely Yes","(4.75,5]"
230581,4.6,"Probably Not","(4.5,4.75]"
230582,5,"Probably Yes","(4.75,5]"
230583,5,"Definitely Yes","(4.75,5]"
230584,5,"Definitely Yes","(4.75,5]"
230585,5,"Definitely Yes","(4.75,5]"
230586,5,"Definitely Yes","(4.75,5]"
230587,5,"Probably Yes","(4.75,5]"
230588,5,"Definitely Yes","(4.75,5]"
230589,5,"Probably Yes","(4.75,5]"
230590,5,"Definitely Yes","(4.75,5]"
230591,5,"Definitely Yes","(4.75,5]"
230592,4.8,"Probably Yes","(4.75,5]"
230593,5,"Probably Not","(4.75,5]"
230594,5,"Definitely Yes","(4.75,5]"
230595,5,"Probably Yes","(4.75,5]"
230596,5,"Definitely Yes","(4.75,5]"
230597,5,"Definitely Yes","(4.75,5]"
230598,5,"Definitely Yes","(4.75,5]"
230599,5,"Probably Yes","(4.75,5]"
230600,5,"Definitely Yes","(4.75,5]"
230601,5,"Definitely Yes","(4.75,5]"
230602,5,"Definitely Yes","(4.75,5]"
230603,5,"Definitely Yes","(4.75,5]"
230604,4.4,"Probably Yes","(4.25,4.5]"
230605,5,"Probably Yes","(4.75,5]"
230606,4.4,"Definitely Yes","(4.25,4.5]"
230607,5,"Definitely Yes","(4.75,5]"
230608,5,"Definitely Yes","(4.75,5]"
230609,5,"Definitely Yes","(4.75,5]"
230610,5,"Definitely Yes","(4.75,5]"
230611,5,"Definitely Yes","(4.75,5]"
230612,5,"Definitely Yes","(4.75,5]"
230613,5,"Definitely Yes","(4.75,5]"
230614,4.3,"Probably Yes","(4.25,4.5]"
230615,5,"Definitely Yes","(4.75,5]"
230616,4.8,"Probably Yes","(4.75,5]"
230617,4.6,"Probably Yes","(4.5,4.75]"
230618,5,"Definitely Yes","(4.75,5]"
230619,5,"Definitely Yes","(4.75,5]"
230620,5,"Definitely Yes","(4.75,5]"
230621,5,"Definitely Yes","(4.75,5]"
230622,5,"Definitely Yes","(4.75,5]"
230623,3.65,"Probably Yes","(3.5,3.75]"
230624,5,"Definitely Yes","(4.75,5]"
230625,5,"Definitely Yes","(4.75,5]"
230626,5,"Definitely Yes","(4.75,5]"
230627,5,"Definitely Yes","(4.75,5]"
230628,5,"Definitely Yes","(4.75,5]"
230629,5,"Definitely Yes","(4.75,5]"
230630,5,"Definitely Yes","(4.75,5]"
230631,5,"Definitely Yes","(4.75,5]"
230632,5,"Definitely Yes","(4.75,5]"
230633,5,"Definitely Yes","(4.75,5]"
230634,5,"Definitely Yes","(4.75,5]"
230635,5,"Probably Yes","(4.75,5]"
230636,5,"Definitely Yes","(4.75,5]"
230637,5,"Definitely Yes","(4.75,5]"
230638,5,"Definitely Yes","(4.75,5]"
230639,5,"Definitely Yes","(4.75,5]"
230640,5,"Definitely Yes","(4.75,5]"
230641,5,"Definitely Yes","(4.75,5]"
230642,5,"Definitely Yes","(4.75,5]"
230643,5,"Definitely Yes","(4.75,5]"
230644,5,"Definitely Yes","(4.75,5]"
230645,4.85,"Definitely Yes","(4.75,5]"
230646,4,"Probably Yes","(3.75,4]"
230647,5,"Definitely Yes","(4.75,5]"
230648,4.85,"Definitely Yes","(4.75,5]"
230649,5,"Definitely Yes","(4.75,5]"
230650,5,"Definitely Yes","(4.75,5]"
230651,5,"Definitely Yes","(4.75,5]"
230652,5,"Definitely Yes","(4.75,5]"
230653,5,"Definitely Yes","(4.75,5]"
230654,5,"Definitely Yes","(4.75,5]"
230655,5,"Definitely Yes","(4.75,5]"
230656,5,"Definitely Yes","(4.75,5]"
230657,5,"Definitely Not","(4.75,5]"
230658,5,"Definitely Yes","(4.75,5]"
230659,5,"Definitely Yes","(4.75,5]"
230660,5,"Probably Yes","(4.75,5]"
230661,5,"Definitely Yes","(4.75,5]"
230662,5,"Definitely Yes","(4.75,5]"
230663,5,"Definitely Yes","(4.75,5]"
230664,5,"Definitely Yes","(4.75,5]"
230665,4.6,"Probably Yes","(4.5,4.75]"
230666,5,"Definitely Yes","(4.75,5]"
230667,5,"Definitely Yes","(4.75,5]"
230668,5,"Definitely Yes","(4.75,5]"
230669,4.7,"Probably Yes","(4.5,4.75]"
230670,4.85,"Definitely Yes","(4.75,5]"
230671,2.8,"Definitely Not","(2.75,3]"
230672,4.8,"Probably Yes","(4.75,5]"
